artist_name,canonical_key,primary_bucket,secondary_buckets,era_focus,scene_depth,seed_priority,seed_score,confidence,confidence_score,inclusion_rationale,source_basis,source_url,review_flag
Herbert,herbert,leftfield / lo-fi / outsider / experimental house,lo-fi house; outsider house; ambient house; broken house; leftfield club,1990s-2020s,E_long_tail_niche_seed,4,40,Medium,2,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,ra_underground,https://www.youredm.com/2016/12/06/resident-advisor-releases-2016-poll-top-djs/,metadata_enrichment_needed
Hercules & Love Affair,hercules and love affair,Disco / Nu-Disco / Jackin / Balearic House,Balearic; French Touch; Funky House; Indie Dance; Jackin House; Nu-Disco; artist projects and aliases useful for matching releases; deep / soulful / disco house; disco edits; filter house; french house; nu-disco,1990s-2020s,Core + tastemaker scene coverage,2,80,Medium,2,deep/soulful/classic house base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Hernan Cattaneo,hernan cattaneo,Current chart leaders,Afro House; Afterlife; Anjunadeep; Classic / Ibiza / European House & Tech; Deep House; Diynamic; European House; House; Ibiza; Ibiza lineage; Indie Dance; Innervisions; Melodic / Progressive House; Melodic House & Techno; Organic House; Progressive; Progressive House; Tech House; This Never Happened; ambient house; balearic; melodic / progressive / organic house; progressive; progressive house; rave,2020s,Current chart leader / high-signal,1,100,High,3,melodic/progressive base from prior v1 list; long-tail house-adjacent base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1210869-house-the-top-selling-tracks-artists-and-labels-of-2025,
Herodot,herodot,Tech House / Minimal / Deep Tech,Cuttin Headz; Deep Tech; Fuse; Hot Creations; Microhouse; Minimal; PIV; Solid Grooves; Tech House; Toolroom; UK Tech House; tech house / minimal / deep tech / rominimal; tech-house long-tail,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,"Included for tech-house, minimal, deep-tech, rominimal and current underground scene coverage.",Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Hervé,herve,UK house / garage / club / bassline,UKG; 2-step; speed garage; bass house; UK funky; club music,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Hessle Audio,hessle audio,UK Garage / Bassline / UK House,Garage House; Speed Garage; Bassline; UK Funky; Future Garage; UK House,1990s-2020s,Core + contemporary UK scene coverage,2,80,Medium,2,Included for UK garage/bassline/funky/house adjacency that heavily informs modern house taste.,MusicBrainz Genre List,https://musicbrainz.org/genres,
Hex Hector,hex hector,Classic / Deep / Soulful House,Chicago House; Detroit; Detroit House; Garage House; NYC House; New Jersey; Soulful House; Vocal House; broken beat-adjacent; deep / soulful / classic / gospel / Detroit house; deep house; gospel; soulful,1980s-2010s,Legacy / foundation / core,1,100,High,3,"Included as foundational house, deep house, soulful house, garage and vocal-house canon.",Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,metadata_enrichment_needed
HI-LO,hi lo,mainstage / commercial / future / bass house bridge,commercial discovery bridge; house-pop; bass/future house,2000s-2020s,F_house_adjacent_expansion,5,25,Medium,2,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,djmag_top100,https://djmag.com/top100djs,metadata_enrichment_needed
Hicky & Kalo,hicky and kalo,Melodic / Progressive House,Melodic House & Techno; Progressive House; Organic House; Indie Dance,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,
Hidden Empire,hidden empire,Emerging / Niche House Radar,Tech House; Deep Tech; Afro House; Melodic House; UK House; Indie Dance,2020s,Niche / emerging / radar,3,60,Medium,2,Added to improve niche and modern-scene coverage beyond obvious headline artists.,Traxsource Top 500 2025,https://www.traxsource.com/list/160/top-artists-of-2025,
Hidden Spheres,hidden spheres,Disco / Nu-Disco / Jackin / Balearic House,French Touch; Funky House; Nu-Disco; Jackin House; Balearic; Indie Dance,1990s-2020s,Core + tastemaker scene coverage,2,80,Medium,2,Included for house-adjacent disco/funk/Balearic and crate-digging scenes that shape modern house taste.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Hifi Sean,hifi sean,Disco / Nu-Disco / Jackin / Balearic House,Balearic; French Touch; Funky House; Indie Dance; Jackin House; Nu-Disco; underground / disco / leftfield expansion,1990s-2020s,Core + tastemaker scene coverage,2,80,Medium,2,Included for house-adjacent disco/funk/Balearic and crate-digging scenes that shape modern house taste.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Higgo,higgo,UK Garage / Bassline / UK House,2-step; Bassline; Future Garage; Garage House; Speed Garage; UK Funky; UK House; UK funky; UK house / garage / club / bassline; UKG; bass house; club music; speed garage,1990s-2020s,Core + contemporary UK scene coverage,2,80,Medium,2,Included for UK garage/bassline/funky/house adjacency that heavily informs modern house taste.,MusicBrainz Genre List,https://musicbrainz.org/genres,metadata_enrichment_needed
Hilit Kolet,hilit kolet,tech house / minimal / club house,,mixed,C_current_global_house,2,80,High,3,tech-house and modern club base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
HNQO,hnqo,Latin / Brazilian / Iberian house,brazilian bass; latin house; tribal latin; ibiza/iberia,2000s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
HNTR,hntr,Current chart leaders,House; Tech House; Afro House; Deep House; Melodic House & Techno; Progressive House,2020s,Current chart leader / high-signal,1,100,High,3,Pulled from current Beatport/Traxsource chart ecosystems and related release contexts.,Beatportal 2025 House,https://www.beatportal.com/articles/1210869-house-the-top-selling-tracks-artists-and-labels-of-2025,
Hobin Rude,hobin rude,Melodic / Progressive House,Melodic House & Techno; Progressive House; Organic House; Indie Dance,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,
Hodge,hodge,leftfield / lo-fi / outsider / experimental house,lo-fi house; outsider house; ambient house; broken house; leftfield club,1990s-2020s,E_long_tail_niche_seed,4,40,Medium,2,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,ra_underground,https://www.youredm.com/2016/12/06/resident-advisor-releases-2016-poll-top-djs/,metadata_enrichment_needed
Hodini,hodini,leftfield / lo-fi / outsider / experimental house,lo-fi house; outsider house; ambient house; broken house; leftfield club,1990s-2020s,E_long_tail_niche_seed,4,40,Medium,2,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,ra_underground,https://www.youredm.com/2016/12/06/resident-advisor-releases-2016-poll-top-djs/,metadata_enrichment_needed
Holy Ghost!,holy ghost,Disco / Nu-Disco / Jackin / Balearic House,Balearic; French Touch; French touch / filter / nu-disco / disco house; Funky House; Indie Dance; Jackin House; Nu-Disco; disco edits; filter house; french house; nu-disco,1990s-2020s,Core + tastemaker scene coverage,2,80,Medium,2,Included for house-adjacent disco/funk/Balearic and crate-digging scenes that shape modern house taste.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,metadata_enrichment_needed
Holy Goof,holy goof,UK house / garage / club / bassline,UKG; 2-step; speed garage; bass house; UK funky; club music,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Honey Dijon,honey dijon,classic / canonical / global house,Balearic; Detroit; Disco / Nu-Disco / Jackin / Balearic House; French Touch; Funky House; Indie Dance; Jackin House; New Jersey; Nu-Disco; acid house; bass/future house; broken beat-adjacent; club culture; commercial discovery bridge; deep house; deep/garage/tech/afro/melodic mix; ghetto house; gospel; house-pop; identity/scene priors; jackin house; juke/footwork roots; soulful,mixed,A_core_essential,1,100,High,3,canonical base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,curated_knowledge,https://musicbrainz.org/genres,
Honey Soundsystem,honey soundsystem,Lo-Fi / Leftfield / Underground House,Lo-Fi House; Leftfield House; Deep House; Minimal; Balearic; Underground,2000s-2020s,Tastemaker / underground coverage,3,60,Medium,2,"Included for less obvious underground house, leftfield and selector-driven discovery routes.",AcousticBrainz Genre Dataset,https://mtg.github.io/acousticbrainz-genre-dataset/,
HoneyLuv,honeyluv,Emerging / Niche House Radar,Afro House; Club House; Deep Tech; House; Indie Dance; Melodic House; Peak-time House; Tech House; Toolroom / Defected / Club House Radar; UK House; bass/future house; club culture; commercial discovery bridge; deep / soulful / disco house; deep/garage/tech/afro/melodic mix; house-pop; identity/scene priors,2020s,Niche / emerging / radar,3,60,Medium,2,deep/soulful/classic house base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Traxsource Top 500 2025,https://www.traxsource.com/list/160/top-artists-of-2025,
Horse Meat Disco,horse meat disco,Disco / Nu-Disco / Jackin / Balearic House,Balearic; Detroit; French Touch; Funky House; Indie Dance; Jackin House; New Jersey; Nu-Disco; artist projects and aliases useful for matching releases; broken beat-adjacent; deep / soulful / classic / gospel / Detroit house; deep house; disco edits; filter house; french house; gospel; nu-disco; soulful,1990s-2020s,Core + tastemaker scene coverage,2,80,Medium,2,Included for house-adjacent disco/funk/Balearic and crate-digging scenes that shape modern house taste.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,metadata_enrichment_needed
Horsepower Productions,horsepower productions,UK Garage / Bassline / UK House,2-step; Bassline; Future Garage; Garage House; Speed Garage; UK Funky; UK House; UK funky; UK house / garage / club / bassline; UKG; bass house; club music; speed garage,1990s-2020s,Core + contemporary UK scene coverage,2,80,Medium,2,Included for UK garage/bassline/funky/house adjacency that heavily informs modern house taste.,MusicBrainz Genre List,https://musicbrainz.org/genres,metadata_enrichment_needed
HOSH,hosh,Melodic / Progressive House,Afterlife; Anjunadeep; Diynamic; Indie Dance; Innervisions; Melodic House & Techno; Organic House; Progressive House; This Never Happened; melodic house / melodic techno / progressive; progressive house,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Hot Chip,hot chip,UK house / garage / club / bassline,UKG; 2-step; speed garage; bass house; UK funky; club music; artist projects and aliases useful for matching releases,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Hot Since 82,hot since 82,classic / canonical / global house,Cuttin Headz; Deep Tech; Fuse; Hot Creations; Microhouse; Minimal; PIV; Solid Grooves; Tech House; Tech House / Minimal / Deep Tech; Toolroom; UK Tech House; tech-house long-tail,mixed,A_core_essential,1,100,High,3,canonical base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,curated_knowledge,https://musicbrainz.org/genres,
Hot Toddy,hot toddy,Disco / Nu-Disco / Jackin / Balearic House,Balearic; Detroit; French Touch; Funky House; Ibiza lineage; Indie Dance; Jackin House; New Jersey; Nu-Disco; ambient house; artist projects and aliases useful for matching releases; balearic; broken beat-adjacent; deep / soulful / classic / gospel / Detroit house; deep house; disco edits; filter house; french house; gospel; nu-disco; progressive; rave; soulful,1990s-2020s,Core + tastemaker scene coverage,2,80,Medium,2,Included for house-adjacent disco/funk/Balearic and crate-digging scenes that shape modern house taste.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,metadata_enrichment_needed
Hotswing,hotswing,Tech House / Minimal / Deep Tech,Club House; Deep Tech; House; Microhouse; Minimal; Peak-time House; Tech House; Toolroom / Defected / Club House Radar; UK Tech House,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,"Included for tech-house, minimal, deep-tech, rominimal and current underground scene coverage.",Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,
House Victimz,house victimz,Afro / Organic / Global House,Afro House; Organic House; Afro Tech; Deep House; Amapiano-adjacent; Tribal House,2010s-2020s,Core + niche scene coverage,2,80,Medium,2,Included to widen Afro/organic/global house coverage beyond mainstream festival names.,Beatportal 2025 Afro House,https://www.beatportal.com/articles/1208401-genre-the-top-selling-tracks-artists-and-labels-of-2025,
Howling,howling,Melodic / Progressive House,Melodic House & Techno; Progressive House; Organic House; Indie Dance,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,
HP Vince,hp vince,Disco / Nu-Disco / Jackin / Balearic House,French Touch; Funky House; Nu-Disco; Jackin House; Balearic; Indie Dance,1990s-2020s,Core + tastemaker scene coverage,2,80,Medium,2,Included for house-adjacent disco/funk/Balearic and crate-digging scenes that shape modern house taste.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Hraach,hraach,Afro / Organic / Global House,3-step; Afro House; Afro Tech; Afterlife; Amapiano-adjacent; Anjunadeep; Deep House; Diynamic; Innervisions; Organic House; This Never Happened; Tribal House; afro house; afro melodic; amapiano-adjacent; arabic/mena; melodic / progressive / organic house; organic; progressive house; tribal,2010s-2020s,Core + niche scene coverage,2,80,Medium,2,melodic/progressive base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Beatportal 2025 Afro House,https://www.beatportal.com/articles/1208401-genre-the-top-selling-tracks-artists-and-labels-of-2025,
Huerco S.,huerco s,Lo-Fi / Leftfield / Underground House,Balearic; Deep House; Leftfield House; Lo-Fi House; Minimal; Underground; ambient house; broken house; leftfield / lo-fi / outsider / experimental house; leftfield club; lo-fi house; outsider house,2000s-2020s,Tastemaker / underground coverage,3,60,Medium,2,"Included for less obvious underground house, leftfield and selector-driven discovery routes.",AcousticBrainz Genre Dataset,https://mtg.github.io/acousticbrainz-genre-dataset/,metadata_enrichment_needed
Huerta,huerta,tech house / minimal / deep tech / rominimal,Solid Grooves; Hot Creations; PIV; Fuse; Cuttin Headz; Toolroom; tech-house long-tail,2000s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_tech,https://musicbrainz.org/genre/1f9c4b4a-c43d-40bd-b806-357153641fd0,metadata_enrichment_needed
Hugel,hugel,Current chart leaders,3-step; Afro / Organic / Global House; Afro House; Afro Latin; Afro Tech; Amapiano-adjacent; Brazilian House; Deep House; House; Latin / Tribal / Brazilian House; Latin House; Melodic House & Techno; Organic House; Progressive House; Tech House; Tribal House; afro house; afro melodic; amapiano-adjacent; arabic/mena; bass/future house; brazilian bass; classic / canonical / global house; commercial discovery bridge; house-pop; ibiza/iberia; latin house; organic; tribal; tribal latin,2020s,Current chart leader / high-signal,1,100,High,3,canonical base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Beatportal 2025 Afro House,https://www.beatportal.com/articles/1210869-house-the-top-selling-tracks-artists-and-labels-of-2025,
Hugo Cantarra,hugo cantarra,tech house / minimal / club house,,mixed,C_current_global_house,2,80,High,3,tech-house and modern club base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Hunee,hunee,Disco / Nu-Disco / Jackin / Balearic House,Balearic; French Touch; French touch / filter / nu-disco / disco house; Funky House; Ibiza lineage; Indie Dance; Jackin House; Nu-Disco; ambient house; balearic; broken house; disco edits; filter house; french house; leftfield club; lo-fi house; nu-disco; outsider house; progressive; rave,1990s-2020s,Core + tastemaker scene coverage,2,80,Medium,2,Included for house-adjacent disco/funk/Balearic and crate-digging scenes that shape modern house taste.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,metadata_enrichment_needed
Hunter/Game,hunter game,melodic house / melodic techno / progressive,Afro House; Afterlife; Anjunadeep; Deep Tech; Diynamic; Emerging / Niche House Radar; Indie Dance; Innervisions; Melodic House; Tech House; This Never Happened; UK House; progressive house,2010s-2020s,C_current_global_house,2,80,High,3,Added to improve niche and modern-scene coverage beyond obvious headline artists.,beatport_genres,https://greenroomsupport.beatport.com/hc/en-us/articles/41043520429076-Beatport-Genres-Including-NEW-Open-Format-Genres,metadata_enrichment_needed
Husa & Zeyada,husa and zeyada,afro / organic / global house,afro house; afro melodic; organic; arabic/mena; tribal; 3-step; amapiano-adjacent,2010s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,beatportal_afro,https://www.beatportal.com/articles/556880-afro-house-is-now-a-beatport-hype-genre,metadata_enrichment_needed
Huxley,huxley,Tech House / Minimal / Deep Tech,2-step; Bassline; Cuttin Headz; Deep Tech; Fuse; Future Garage; Garage House; Hot Creations; Microhouse; Minimal; PIV; Solid Grooves; Speed Garage; Tech House; Toolroom; UK Funky; UK Garage / Bassline / UK House; UK House; UK Tech House; UK funky; UKG; bass house; club music; speed garage; tech house / minimal / deep tech / rominimal; tech-house long-tail,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,"Included for tech-house, minimal, deep-tech, rominimal and current underground scene coverage.",Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Hybrid,hybrid,melodic house / melodic techno / progressive,Afterlife; Anjunadeep; Diynamic; Innervisions; This Never Happened; progressive house; balearic; progressive; ambient house; rave; Ibiza lineage,2010s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,beatport_genres,https://greenroomsupport.beatport.com/hc/en-us/articles/41043520429076-Beatport-Genres-Including-NEW-Open-Format-Genres,metadata_enrichment_needed
Hyenah,hyenah,classic / canonical / global house,3-step; Afro / Organic / Global House; Afro House; Afro Tech; Amapiano-adjacent; Deep House; Organic House; Tribal House; afro house; afro melodic; amapiano-adjacent; arabic/mena; organic; tribal,mixed,A_core_essential,1,100,High,3,canonical base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,curated_knowledge,https://musicbrainz.org/genres,
Hyper Crush,hyper crush,Legacy / Crossover House Reference,House; Euro House; Vocal House; Electro House; Progressive crossover,1980s-2010s,Legacy / broad reference,5,25,Medium,2,Added for broad reference and legacy/crossover coverage; lower seed priority for niche-house recommendation.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
I:Cube,i cube,Classic / Deep / Soulful House,Balearic; Chicago House; Detroit House; Disco / Nu-Disco / Jackin / Balearic House; French Touch; Funky House; Garage House; Indie Dance; Jackin House; NYC House; Nu-Disco; Soulful House; Vocal House,1980s-2010s,Legacy / foundation / core,1,100,High,3,"Included as foundational house, deep house, soulful house, garage and vocal-house canon.",Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Ian Carey,ian carey,Legacy / Crossover House Reference,Electro House; Euro House; House; Progressive crossover; Vocal House; commercial / festival / house-adjacent,1980s-2010s,Legacy / broad reference,5,25,Medium,2,Added for broad reference and legacy/crossover coverage; lower seed priority for niche-house recommendation.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Ian Pooley,ian pooley,Classic / Deep / Soulful House,Chicago House; Detroit House; Garage House; NYC House; Soulful House; Vocal House; commercial / festival / house-adjacent,1980s-2010s,Legacy / foundation / core,1,100,High,3,"Included as foundational house, deep house, soulful house, garage and vocal-house canon.",Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Icona Pop,icona pop,Legacy / Crossover House Reference,Electro House; Euro House; House; Progressive crossover; Vocal House; commercial / festival / house-adjacent,1980s-2010s,Legacy / broad reference,5,25,Medium,2,Added for broad reference and legacy/crossover coverage; lower seed priority for niche-house recommendation.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Idd Aziz,idd aziz,Afro / Organic / Global House,3-step; Afro House; Afro Tech; Amapiano-adjacent; Deep House; Organic House; Tribal House; afro / organic / global house; afro house; afro melodic; amapiano-adjacent; arabic/mena; organic; tribal,2010s-2020s,Core + niche scene coverage,2,80,Medium,2,afro/organic base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Beatportal 2025 Afro House,https://www.beatportal.com/articles/1208401-genre-the-top-selling-tracks-artists-and-labels-of-2025,
Idjut Boys,idjut boys,Disco / Nu-Disco / Jackin / Balearic House,Balearic; Classic / Ibiza / European House & Tech; Deep House; European House; French Touch; French touch / filter / nu-disco / disco house; Funky House; House; Ibiza; Ibiza lineage; Indie Dance; Jackin House; Nu-Disco; Progressive; Tech House; ambient house; artist projects and aliases useful for matching releases; balearic; disco edits; filter house; french house; nu-disco; progressive; rave,1990s-2020s,Core + tastemaker scene coverage,2,80,Medium,2,Included for house-adjacent disco/funk/Balearic and crate-digging scenes that shape modern house taste.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,metadata_enrichment_needed
Iglesias,iglesias,tech house / minimal / deep tech / rominimal,Solid Grooves; Hot Creations; PIV; Fuse; Cuttin Headz; Toolroom; tech-house long-tail,2000s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_tech,https://musicbrainz.org/genre/1f9c4b4a-c43d-40bd-b806-357153641fd0,metadata_enrichment_needed
iiO,iio,Legacy / Crossover House Reference,House; Euro House; Vocal House; Electro House; Progressive crossover,1980s-2010s,Legacy / broad reference,5,25,Medium,2,Added for broad reference and legacy/crossover coverage; lower seed priority for niche-house recommendation.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Ikonika,ikonika,UK house / garage / club / bassline,UKG; 2-step; speed garage; bass house; UK funky; club music; identity/scene priors; club culture; deep/garage/tech/afro/melodic mix,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Ilan Bluestone,ilan bluestone,commercial / festival / house-adjacent,,mixed,F_house_adjacent_expansion,5,25,Medium,2,broad global electronic/house base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Ilario Alicante,ilario alicante,Tech House / Minimal / Deep Tech,Deep Tech; Microhouse; Minimal; Tech House; UK Tech House; tech house / minimal / club house,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,"Included for tech-house, minimal, deep-tech, rominimal and current underground scene coverage.",Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,
Ilario Liburni,ilario liburni,tech house / minimal / deep tech / rominimal,Solid Grooves; Hot Creations; PIV; Fuse; Cuttin Headz; Toolroom; tech-house long-tail,2000s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_tech,https://musicbrainz.org/genre/1f9c4b4a-c43d-40bd-b806-357153641fd0,metadata_enrichment_needed
Ill Blu,ill blu,UK Garage / Bassline / UK House,2-step; Bassline; Future Garage; Garage House; Speed Garage; UK Funky; UK House; UK funky; UK house / garage / club / bassline; UKG; bass house; club music; speed garage,1990s-2020s,Core + contemporary UK scene coverage,2,80,Medium,2,Included for UK garage/bassline/funky/house adjacency that heavily informs modern house taste.,MusicBrainz Genre List,https://musicbrainz.org/genres,metadata_enrichment_needed
Illenium,illenium,Mainstream / Crossover House,Electro House; Future House; Progressive Crossover; Dance Pop; Tropical House,2000s-2020s,Mainstream crossover / broad recall,4,40,Medium,2,Included for broad recall and commercial/streaming-oriented house adjacency; lower priority for niche house taste models.,Wikipedia Progressive House Artists,https://en.wikipedia.org/wiki/List_of_progressive_house_artists,
Illusionize,illusionize,Latin / Brazilian / Iberian house,brazilian bass; latin house; tribal latin; ibiza/iberia,2000s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Illyus,illyus,UK house / garage / club / bassline,UKG; 2-step; speed garage; bass house; UK funky; club music,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Illyus & Barrientos,illyus and barrientos,Tech House / Minimal / Deep Tech,2-step; Club House; Deep Tech; House; Microhouse; Minimal; Peak-time House; Tech House; Toolroom / Defected / Club House Radar; UK Tech House; UK funky; UK house / garage / club / bassline; UKG; bass house; club music; speed garage,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,"Included for tech-house, minimal, deep-tech, rominimal and current underground scene coverage.",Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Imad,imad,afro / organic / global house,,mixed,C_current_global_house,2,80,High,3,afro/organic base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
IMYRMIND,imyrmind,Lo-Fi / Leftfield / Underground House,Lo-Fi House; Leftfield House; Deep House; Minimal; Balearic; Underground,2000s-2020s,Tastemaker / underground coverage,3,60,Medium,2,"Included for less obvious underground house, leftfield and selector-driven discovery routes.",AcousticBrainz Genre Dataset,https://mtg.github.io/acousticbrainz-genre-dataset/,
In Flagranti,in flagranti,deep / soulful / classic / gospel / Detroit house,deep house; Detroit; New Jersey; soulful; gospel; broken beat-adjacent; filter house; french house; disco edits; nu-disco; artist projects and aliases useful for matching releases,1980s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,traxsource_house,https://www.traxsource.com/,metadata_enrichment_needed
Inaya Day,inaya day,Classic / Deep / Soulful House,Chicago House; NYC House; Detroit House; Garage House; Soulful House; Vocal House,1980s-2010s,Legacy / foundation / core,1,100,High,3,"Included as foundational house, deep house, soulful house, garage and vocal-house canon.",Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
India,india,Classic / Deep / Soulful House,Chicago House; Detroit; Detroit House; Garage House; NYC House; New Jersey; Soulful House; Vocal House; broken beat-adjacent; deep / soulful / classic / gospel / Detroit house; deep house; gospel; soulful,1980s-2010s,Legacy / foundation / core,1,100,High,3,"Included as foundational house, deep house, soulful house, garage and vocal-house canon.",Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,metadata_enrichment_needed
India Jordan,india jordan,UK house / garage / club / bassline,UKG; 2-step; speed garage; bass house; UK funky; club music; identity/scene priors; club culture; deep/garage/tech/afro/melodic mix,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
